Sun Jun  7 00:58:16 2026    profile.prof

         87521198 function calls (84105556 primitive calls) in 212.643 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/game_logging.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_common.py:450(memoize_when_activated)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:140(<lambda>)
        7    0.000    0.000    0.001    0.000 /usr/lib/python3.10/json/__init__.py:274(load)
       28    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:142(get_layout_callback_update_quad_tree)
        9    0.000    0.000    0.016    0.002 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1470(parse_xml)
        1    0.000    0.000    0.006    0.006 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/jaraco/functools/__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2338(__new__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1014(<listcomp>)
        3    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/site.py:15(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_psposix.py:66(<listcomp>)
       24    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:778(exec_module)
      121    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:395(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/visual_sequence.py:70(parse_timed_phases)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/selectors.py:1(<module>)
       66    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/__init__.py:438(pid)
        1    0.000    0.000    0.010    0.010 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:159(Version)
       10    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1188(copy_with)
       63    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:446(<genexpr>)
       78    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_internal.py:883(<genexpr>)
       12    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:67(find_nearest_dropoff)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/gzip.py:1(<module>)
       25    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Inventory.py:68(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:480(SSLContext)
        1    0.000    0.000    0.022    0.022 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/controller.py:85(assign)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:135(<lambda>)
       61    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:144(<lambda>)
       10    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1194(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:1902(IPv6Address)
       36    0.000    0.000    0.001    0.000 /usr/lib/python3.10/abc.py:110(register)
       13    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:8406(_replace_return_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/datetime.py:1214(time)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/memmap.py:1(<module>)
       93    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:801(value)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/_iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:105(Message)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_typing/_nested_sequence.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/textwrap.py:422(dedent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/hashlib.py:1(<module>)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:130(<lambda>)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       54    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
      114    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:659(_is_kw_only)
        1    0.000    0.000    0.001    0.001 /home/fresh/.local/lib/python3.10/site-packages/numpy/ctypeslib.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/resources.py:58(drain)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:66(get_annotations)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:150(<lambda>)
       40    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:559(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:947(_create_pseudo_member_)
        5    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/camera.py:16(snap_to)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_asarray.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:1561(_generate_spawn_matrix)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/format.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:937(_stand_from_seat)
        1    0.000    0.000    0.023    0.023 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/NeutralCharacter.py:1(<module>)
    15/14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1093(<listcomp>)
        1    0.000    0.000    0.001    0.001 config-3.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/polynomial/chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.002    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/node.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       12    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:80(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:702(Popen)
       33    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Interaction.py:62(_coerce_mode)
        1    0.000    0.000    0.030    0.030 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Eskimo.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/assets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/fresh/.local/lib/python3.10/site-packages/numpy/_typing/_scalars.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1636(addHandler)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Upgrade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:37(Spawner)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_compat_pickle.py:165(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:119(exit)
       17    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pygame/sprite.py:200(groups)
        3    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/sites_from_tiles.py:56(_region_rect)
       19    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/AttackSelection.py:4(__init__)
       42    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_exceptions.py:1(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1226(_find_parent_path_names)
      133    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/xml/etree/ElementPath.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/zipfile.py:1211(ZipFile)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:117(_masks_base_dir)
        1    0.000    0.000    0.001    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/tribe_member.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:664(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:850(TarInfo)
       32    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2207(_warn_on_replacement)
        1    0.000    0.000    0.008    0.008 /home/fresh/.local/lib/python3.10/site-packages/pygame/sysfont.py:1(<module>)
        7    0.000    0.000    0.003    0.000 /usr/lib/python3.10/dataclasses.py:623(_cmp_fn)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:383(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tempfile.py:816(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:151(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_machar.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/util_pygame.py:1(<module>)
       96    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1074(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/datetime.py:2185(timezone)
        1    0.000    0.000    0.037    0.037 /home/fresh/.local/lib/python3.10/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
       42    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/getlimits.py:101(_float_conv)
        1    0.000    0.000    0.022    0.022 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:575(_try_assign_build_at_site)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/dropoff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/session.py:42(__init__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.10/string.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/factions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:1266(IPv4Address)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Inventory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/polynomial/legendre.py:1(<module>)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1342(<genexpr>)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:722(__init__)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:371(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/mixins.py:59(NDArrayOperatorsMixin)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1049(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/game_logging.py:135(load_debug_logging_config)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/datetime.py:442(timedelta)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/email/charset.py:1(<module>)
        1    0.000    0.000    0.028    0.028 /usr/lib/python3.10/email/parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:275(_load_grass_profiles)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/numeric.py:136(ones)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/polynomial/laguerre.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/email/_encoded_words.py:1(<module>)
       13    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:8394(getdoc)
        1    0.000    0.000    0.003    0.003 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/controller.py:200(_plan_path)
        1    0.000    0.000    0.002    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/world_sim.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/fresh/.local/lib/python3.10/site-packages/numpy/fft/__init__.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2189(__init__)
        8    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/resources.py:76(_record_delta)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/visual_sequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/enemy_drop_defaults.py:41(_tier_high)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/json/scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/polynomial/hermite.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/polynomial/hermite_e.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/numbers.py:1(<module>)
