Sun Jun  7 00:58:16 2026    profile.prof

         87521198 function calls (84105556 primitive calls) in 212.643 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:629(move_slide)
        1    0.000    0.000    0.022    0.022 /home/fresh/.local/lib/python3.10/site-packages/packaging/specifiers.py:107(Specifier)
        1    0.000    0.000    0.021    0.021 /usr/lib/python3.10/http/client.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:1643(wrap_exceptions)
       20    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:94(__init__)
       68    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/ItemSpawner.py:170(remove_item)
        2    0.000    0.000    0.005    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:545(_try_build_seat_assets)
       35    0.000    0.000    0.002    0.000 /usr/lib/python3.10/typing.py:1083(copy_with)
        1    0.000    0.000    0.002    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/GrassManager.py:290(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_type_aliases.py:74(_add_types)
        1    0.000    0.000    0.003    0.003 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/extras.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.10/xml/etree/ElementTree.py:1(<module>)
       26    0.000    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:6860(getdoc)
    15/14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1088(__repr__)
        1    0.000    0.000    0.002    0.002 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/type_check.py:1(<module>)
       42    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/tribe_member.py:143(can_receive_interaction)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        8    0.000    0.000    0.003    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1180(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/defchararray.py:1922(chararray)
        1    0.000    0.000    0.011    0.011 /usr/lib/python3.10/platform.py:1(<module>)
       34    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:1873(_split_scope_id)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_type_aliases.py:123(_add_integer_aliases)
        7    0.000    0.000    0.003    0.000 /usr/lib/python3.10/dataclasses.py:587(_repr_fn)
       23    0.000    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/overrides.py:177(decorator)
       24    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:770(create_module)
      135    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather_slots.py:32(<genexpr>)
       52    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_add_newdocs.py:6754(refer_to_array_attribute)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1435(__init__)
       60    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:79(<listcomp>)
       20    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:142(__init__)
      104    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:7(abstractmethod)
        1    0.000    0.000    0.014    0.014 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/utils.py:1(<module>)
      163    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/_policybase.py:99(_extend_docstrings)
        9    0.000    0.000    0.000    0.000 {built-in method posix.chdir}
       46    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1351(repl)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:518(decorating_function)
      161    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:1685(<genexpr>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/importlib/_common.py:1(<module>)
       60    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:117(<lambda>)
      102    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/node.py:72(is_active)
      110    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:574(__int__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:227(_recursive_repr)
        1    0.000    0.000    0.084    0.084 /home/fresh/.local/lib/python3.10/site-packages/packaging/_tokenizer.py:1(<module>)
        1    0.000    0.000    0.070    0.070 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:1(<module>)
       10    0.000    0.000    0.003    0.000 /usr/lib/python3.10/typing.py:2247(_make_nmtuple)
       12    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:117(nearest_node_with_slot)
      171    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/_distutils_hack/__init__.py:108(<lambda>)
       40    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:496(<genexpr>)
      168    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:559(<lambda>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1959(_signature_bound_method)
        1    0.000    0.000    0.001    0.001 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/nanfunctions.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:48(<listcomp>)
       12    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Evasion.py:11(slide)
       18    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2275(find_distributions)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:540(PurePath)
        1    0.000    0.000    0.155    0.155 /home/fresh/.local/lib/python3.10/site-packages/numpy/__config__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/datetime.py:1563(datetime)
        1    0.000    0.000    0.004    0.004 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:1664(Process)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:817(_set_qualname)
        1    0.000    0.000    0.022    0.022 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Entity.py:1(<module>)
       14    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/world_sim.py:54(cancel_worker_jobs)
        1    0.000    0.000    0.008    0.008 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/tmx_spawn.py:64(spawn_dropoff_buildings_layer)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1219(__init__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/ipaddress.py:2299(_IPv6Constants)
       49    0.000    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:131(get_object_signature)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/__init__.py:351(_sanity_check)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:423(__getattr__)
        1    0.000    0.000    0.038    0.038 /home/fresh/.local/lib/python3.10/site-packages/numpy/compat/__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts_validation_runtime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/__init__.py:1300(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/AttackSelection.py:59(__init__)
        8    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_pslinux.py:614(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/shape_base.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/_policybase.py:94(_append_doc)
        1    0.000    0.000    0.003    0.003 /home/fresh/.local/lib/python3.10/site-packages/packaging/_manylinux.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/einsumfunc.py:1(<module>)
        1    0.000    0.000    0.037    0.037 /home/fresh/.local/lib/python3.10/site-packages/numpy/compat/py3k.py:1(<module>)
      142    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Effect.py:62(should_persist_after_exit)
       20    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/gather_slots.py:27(__init__)
       24    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1537(read_points)
       12    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:118(<listcomp>)
       36    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
       14    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:621(<listcomp>)
        1    0.000    0.000    0.087    0.087 /home/fresh/.local/lib/python3.10/site-packages/packaging/markers.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Spawner.py:151(add_spawn_area)
       85    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/sysconfig.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:547(<dictcomp>)
        1    0.000    0.000    0.014    0.014 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:1(<module>)
      257    0.000    0.000    0.000    0.000 /usr/lib/python3.10/hmac.py:19(<genexpr>)
        1    0.000    0.000    0.002    0.002 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Support.py:1(<module>)
        1    0.000    0.000    0.060    0.060 /home/fresh/.local/lib/python3.10/site-packages/packaging/specifiers.py:1(<module>)
    23/21    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:185(_type_repr)
        3    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/resources.py:35(__init__)
      114    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:653(_is_initvar)
       16    0.000    0.000    0.001    0.000 /usr/lib/python3.10/json/__init__.py:299(loads)
       25    0.000    0.000    0.051    0.002 <frozen importlib._bootstrap>:1038(_gcd_import)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.012    0.012 /usr/lib/python3.10/email/utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:1596(_BaseV6)
       58    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1234(<genexpr>)
        1    0.000    0.000    0.030    0.030 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/overrides.py:1(<module>)
      117    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.007    0.002 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1410(parse_xml)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/polynomial/_polybase.py:18(ABCPolyBase)
        1    0.000    0.000    0.006    0.006 /home/fresh/.local/lib/python3.10/site-packages/numpy/_typing/_char_codes.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:391(_fields_in_init_order)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:980(__or__)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.10/lzma.py:1(<module>)
        1    0.000    0.000    0.028    0.028 /usr/lib/python3.10/email/feedparser.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/csv.py:1(<module>)
       66    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:872(__init__)
       21    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:186(convert_to_bool)
        1    0.000    0.000    0.009    0.009 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/build/controller.py:1(<module>)
       83    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:245(<genexpr>)
        1    0.000    0.000    0.035    0.035 /home/fresh/.local/lib/python3.10/site-packages/packaging/utils.py:1(<module>)
      257    0.000    0.000    0.000    0.000 /usr/lib/python3.10/hmac.py:20(<genexpr>)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/signal.py:1(<module>)
      158    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       47    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:772(getenv)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/struct.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1208(__getitem_inner__)
       22    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/selection.py:120(_visible_candidates)
        3    0.000    0.000    0.009    0.003 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:918(_sit_on_seat)
        1    0.000    0.000    0.022    0.022 /home/fresh/.local/lib/python3.10/site-packages/numpy/random/_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/histograms.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:400(_tuple_str)
       16    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/tribe_monsters.py:16(monster_name_for_faction)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.10/plistlib.py:1(<module>)
       36    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Settings.py:1(<module>)
        1    0.000    0.000    0.292    0.292 /home/fresh/.local/lib/python3.10/site-packages/pygame/surfarray.py:1(<module>)
        1    0.000    0.000    0.010    0.010 /home/fresh/.local/lib/python3.10/site-packages/platformdirs/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/enemy_drop_defaults.py:1(<module>)
      210    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2687(name)
        9    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        9    0.000    0.000    0.001    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2634(normalize_path)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:21(_register)
        7    0.000    0.000    0.003    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:457(<listcomp>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.10/ipaddress.py:1(<module>)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:125(<lambda>)
       20    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/SpecialAttacks.py:112(__init__)
        1    0.000    0.000    0.006    0.006 /home/fresh/.local/lib/python3.10/site-packages/numpy/polynomial/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/pkgutil.py:505(extend_path)
       93    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/_utils/_inspect.py:131(strseq)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3.10/configparser.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      106    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1053(<genexpr>)
        2    0.000    0.000    0.006    0.003 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/navigation/unit_footprint.py:23(_load_move_frame)
        4    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/AnimationSprite.py:4(__init__)
        9    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/email/message.py:1(<module>)
    58/37    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:121(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_common.py:406(memoize)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1236(_get_parent_path)
        2    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/factions.py:24(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:612(unwrap)
        4    0.000    0.000    0.002    0.000 /usr/lib/python3.10/warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pkg_resources/__init__.py:2904(Distribution)
       14    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/chief.py:66(add_worker_pop)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.10/ipaddress.py:1555(_IPv4Constants)
        1    0.000    0.000    0.007    0.007 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/__init__.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1710(notify_gold_pickup)
        2    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:2978(__array_finalize__)
       36    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/YsortCameraGroup.py:40(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Particles.py:1(<module>)
       26    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/core.py:921(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Magic.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/tmx_layout_manager.py:1643(<listcomp>)
       12    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:920(add_layer)
       12    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        9    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:27(register_dropoff)
        3    0.000    0.000    0.004    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Player.py:694(begin_seated_interaction)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/__init__.py:142(_check_size)
       80    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/packaging/version.py:339(<genexpr>)
       12    0.000    0.000    0.002    0.000 /usr/lib/python3.10/posixpath.py:389(realpath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:945(Path)
        4    0.000    0.000    0.187    0.047 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1177(trigger_level_up_effect)
        1    0.000    0.000    0.005    0.005 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Interaction.py:1(<module>)
        1    0.000    0.000    0.035    0.035 /home/fresh/.local/lib/python3.10/site-packages/setuptools/_vendor/jaraco/context.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.002    0.002 /home/fresh/.local/lib/python3.10/site-packages/pygame/sprite.py:1(<module>)
       83    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1040(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/benchmark_runtime.py:247(BenchmarkRuntimeState)
        1    0.000    0.000    0.001    0.001 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/behavior_drivers.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:902(_resolve_sit_animation_paths)
       18    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/entities/node.py:86(register_worker)
        8    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:33(seterr)
        2    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/InteractableSeat.py:9(__init__)
        1    0.000    0.000    0.002    0.002 /home/fresh/.local/lib/python3.10/site-packages/numpy/polynomial/polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:671(_BaseNetwork)
       13    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_dtype_ctypes.py:100(dtype_from_ctypes_type)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3/dist-packages/more_itertools/__init__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:572(<listcomp>)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ipaddress.py:431(_ip_int_from_prefix)
      113    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2249(<dictcomp>)
       12    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/registry.py:59(dropoffs_for_kind)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pickle.py:407(_Pickler)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        6    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/resources.py:52(add)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:193(_checkLevel)
      121    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1098(<genexpr>)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.10/json/__init__.py:1(<module>)
       10    0.000    0.000    0.002    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/ma/extras.py:237(getdoc)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:844(register)
        1    0.000    0.000    0.086    0.086 /home/fresh/.local/lib/python3.10/site-packages/packaging/_parser.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/resources.py:94(can_afford)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pkgutil.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/fresh/.local/lib/python3.10/site-packages/platformdirs/unix.py:1(<module>)
        1    0.000    0.000    0.023    0.023 /usr/lib/python3.10/email/_policybase.py:1(<module>)
       66    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       56    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1330(<genexpr>)
       36    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/PlayerSelection.py:1(<module>)
        1    0.000    0.000    0.050    0.050 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/PlayerSelection.py:20(__init__)
        1    0.000    0.000    0.001    0.001 /home/fresh/.local/lib/python3.10/site-packages/numpy/lib/arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/psutil/_compat.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /usr/lib/python3.10/email/header.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:853(_addHandlerRef)
        7    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/getlimits.py:685(__init__)
        1    0.000    0.000    0.000    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/UI.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_type_aliases.py:151(_set_up_aliases)
        9    0.000    0.000    0.016    0.002 /home/fresh/.local/lib/python3.10/site-packages/pytmx/pytmx.py:1454(__init__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:479(lru_cache)
        1    0.000    0.000    0.005    0.005 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/rts/tmx_spawn.py:35(spawn_chiefs_layer)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.10/json/decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/fresh/.local/lib/python3.10/site-packages/numpy/core/_type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.011    0.011 /usr/lib/python3.10/secrets.py:1(<module>)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.10/codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ctypes/_endian.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /home/fresh/projects/Pixel-Realm-Combat-Heroes-public/Code/Level4_tmxdev.py:1358(create_evasion)
